City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
Beitbridge,ZW,-22.22,30.00,62.31,24,0,8.25,clear sky,0.0,0.0
Gladstone,AU,-23.85,151.25,55.40,76,10,2.24,clear sky,0.0,0.0
Marfino,RU,55.70,37.38,62.01,58,20,2.24,few clouds,0.0,0.0
Vardø,NO,70.37,31.11,50.00,81,75,4.7,broken clouds,0.0,0.0
Buala,SB,-8.14,159.59,81.01,81,44,7.92,light rain,0.0,0.0
Shache,CN,38.42,77.24,76.44,16,0,4.88,clear sky,0.0,0.0
Ancud,CL,-41.87,-73.82,55.99,87,2,5.82,clear sky,0.0,0.0
Lyuban',BY,52.80,28.00,58.93,75,100,6.04,light rain,0.0,0.0
Kiunga,PG,-6.12,141.29,74.64,98,99,2.95,light rain,0.0,0.0
Mollendo,PE,-17.02,-72.01,67.59,66,43,6.29,scattered clouds,0.0,0.0
Saskylakh,RU,71.92,114.08,28.51,92,68,11.25,broken clouds,0.0,0.0
Tshikapa,CD,-6.42,20.80,83.03,45,46,1.5,scattered clouds,0.0,0.0
Bonavista,CA,48.65,-53.11,46.00,81,84,1.99,broken clouds,0.0,0.0
Novikovo,RU,51.15,37.89,57.72,78,25,5.77,scattered clouds,0.0,0.0
Karasuk,RU,53.74,78.04,51.31,63,3,5.82,clear sky,0.0,0.0
Cape Town,ZA,-33.93,18.42,57.20,71,75,9.17,broken clouds,0.0,0.0
Vagay,RU,57.94,69.02,56.03,60,67,3.53,broken clouds,0.0,0.0
Alofi,NU,-19.06,-169.92,73.40,94,70,5.82,broken clouds,0.0,0.0
Poum,NC,-20.23,164.02,75.40,81,26,9.75,scattered clouds,0.0,0.0
Guerrero Negro,MX,27.98,-114.06,74.77,51,22,6.42,few clouds,0.0,0.0
Pāsighāt,IN,28.07,95.33,69.08,80,99,1.9,overcast clouds,0.0,0.0
Wamba,NG,8.93,8.60,87.91,62,20,4.88,few clouds,0.0,0.0
Kirakira,SB,-10.45,161.92,79.38,83,3,8.66,clear sky,0.0,0.0
Mount Gambier,AU,-37.83,140.77,50.00,100,90,9.17,overcast clouds,0.0,0.0
Ahipara,NZ,-35.17,173.17,57.51,90,53,9.15,broken clouds,0.0,0.0
Salaga,GH,8.55,-0.52,92.84,47,94,2.84,overcast clouds,0.0,0.0
Mount Isa,AU,-20.73,139.50,66.20,29,77,1.12,broken clouds,0.0,0.0
Provideniya,RU,64.38,-173.30,34.00,95,100,13.35,snow,0.0,0.0
Lata,PT,40.16,-8.33,88.00,43,7,3.06,clear sky,0.0,0.0
Aksarka,RU,66.56,67.80,49.82,49,100,8.9,overcast clouds,0.0,0.0
Brae,GB,60.40,-1.35,53.60,62,20,18.34,few clouds,0.0,0.0
Marabu,MY,4.41,114.01,75.20,94,75,3.76,broken clouds,0.0,0.0
Forsytheganj,BY,52.63,29.73,57.13,85,92,5.19,light rain,0.0,0.0
Gunnedah,AU,-30.98,150.25,48.20,100,40,3.76,scattered clouds,0.0,0.0
Okhotsk,RU,59.38,143.30,38.05,82,99,8.25,overcast clouds,0.0,0.0
Yangambi,CD,0.81,24.43,78.44,75,92,1.25,overcast clouds,0.0,0.0
Lorengau,PG,-2.02,147.27,82.15,70,1,2.86,clear sky,0.0,0.0
Thunder Bay,CA,48.40,-89.32,71.60,68,75,6.93,broken clouds,0.0,0.0
Neuquén,AR,-38.95,-68.06,64.40,55,0,2.24,clear sky,0.0,0.0
Diksmuide,BE,51.03,2.87,66.99,59,7,14.99,clear sky,0.0,0.0
Jurm,AF,36.86,70.83,63.75,50,93,2.28,overcast clouds,0.0,0.0
Fort Saint James,CA,54.43,-124.25,57.43,36,0,2.1,clear sky,0.0,0.0
Ziarat,PK,30.38,67.73,67.55,23,0,8.63,clear sky,0.0,0.0
Orchard Homes,US,46.86,-114.05,64.99,67,1,3.36,clear sky,0.0,0.0
Kilembe,UG,0.20,30.00,64.89,72,88,5.1,overcast clouds,0.0,0.0
Tondano,ID,1.30,124.91,78.80,83,20,2.24,few clouds,0.0,0.0
Port Alfred,ZA,-33.59,26.89,54.00,70,28,3.0,scattered clouds,0.0,0.0
Lavrentiya,RU,65.58,-171.00,33.04,95,100,11.05,overcast clouds,0.0,0.0
Toowoomba,AU,-27.55,151.97,55.00,87,40,6.93,scattered clouds,0.0,0.0
Malvern,US,34.36,-92.81,77.00,64,20,1.88,few clouds,0.0,0.0
Altea,ES,38.60,-0.05,73.00,70,28,1.99,scattered clouds,0.0,0.0
Souillac,MU,-20.52,57.52,75.20,83,40,11.41,shower rain,0.0,0.0
Shingū,JP,33.73,135.98,62.92,77,100,4.79,overcast clouds,0.0,0.0
Kachug,RU,53.96,105.88,39.54,73,58,5.19,broken clouds,0.0,0.0
Pechenga,RU,69.53,31.17,51.80,66,75,5.82,shower rain,0.0,0.0
Marapanim,BR,-0.72,-47.70,87.73,61,53,6.31,broken clouds,0.0,0.0
Port Elizabeth,ZA,-33.92,25.57,51.80,66,7,9.17,clear sky,0.0,0.0
Lüderitz,NA,-26.65,15.16,60.80,55,0,17.22,clear sky,0.0,0.0
Paraná,AR,-31.73,-60.52,73.99,46,0,1.99,clear sky,0.0,0.0
Guayaramerín,BO,-10.84,-65.36,84.20,48,0,5.82,clear sky,0.0,0.0
Loa Janan,ID,-0.58,117.09,76.84,95,99,1.32,light rain,0.0,0.0
Vrangel',RU,42.73,133.08,49.33,84,0,7.52,clear sky,0.0,0.0
Luís Correia,BR,-2.88,-41.67,85.14,70,16,7.7,few clouds,0.0,0.0
Minggang,CN,32.46,114.05,74.50,41,95,9.82,overcast clouds,0.0,0.0
Weyburn,CA,49.67,-103.85,62.01,42,0,27.0,clear sky,0.0,0.0
St. Pete Beach,US,27.73,-82.74,89.01,94,90,10.29,overcast clouds,0.0,0.0
Statesboro,US,32.45,-81.78,77.00,88,90,8.05,overcast clouds,0.0,0.0
Namatanai,PG,-3.67,152.43,80.17,80,95,5.57,light rain,0.0,0.0
Mataura,NZ,-46.19,168.86,37.08,93,0,2.37,clear sky,0.0,0.0
Traralgon,AU,-38.18,146.53,45.00,96,73,1.45,broken clouds,0.0,0.0
Attert,BE,49.75,5.79,71.01,22,39,1.99,scattered clouds,0.0,0.0
San Patricio,MX,19.22,-104.70,82.40,83,5,6.93,clear sky,0.0,0.0
Torbay,CA,47.67,-52.73,46.00,93,75,11.41,broken clouds,0.0,0.0
Panguna,PG,-6.32,155.48,69.89,90,80,2.06,broken clouds,0.0,0.0
Sistranda,NO,63.73,8.83,48.20,76,75,17.22,shower rain,0.0,0.0
Lumajang,ID,-8.13,113.22,76.80,86,97,1.72,overcast clouds,0.0,0.0
Kukushtan,RU,57.65,56.50,71.60,68,63,6.71,light rain,0.0,0.0
Chapais,CA,49.78,-74.85,80.60,61,1,12.75,clear sky,0.0,0.0
Hinton,CA,53.40,-117.59,54.27,38,12,9.26,few clouds,0.0,0.0
Wau,SS,7.70,28.00,86.11,50,79,1.54,broken clouds,0.0,0.0
São João da Barra,BR,-21.64,-41.05,78.80,44,0,4.7,clear sky,0.0,0.0
Iralaya,HN,15.00,-83.23,86.38,72,95,14.72,light rain,0.0,0.0
Beringovskiy,RU,63.05,179.32,34.30,97,100,5.86,overcast clouds,0.0,0.0
Prieska,ZA,-29.66,22.75,47.26,49,1,4.97,clear sky,0.0,0.0
Bud,US,39.45,-86.18,77.00,78,75,9.17,broken clouds,0.0,0.0
Mosquera,CO,4.71,-74.23,64.40,55,75,13.87,broken clouds,0.0,0.0
Grand Gaube,MU,-20.01,57.66,75.99,78,4,7.0,clear sky,0.0,0.0
Nan,TH,18.83,100.67,75.38,83,33,0.2,light rain,0.0,0.0
Ondangwa,NA,-17.92,15.95,84.20,21,0,1.12,clear sky,0.0,0.0
Victor Harbor,AU,-35.57,138.62,48.99,94,3,7.92,clear sky,0.0,0.0
Dhidhdhoo,MV,6.88,73.10,84.56,78,100,15.21,moderate rain,0.1,0.0
Rafaela,AR,-31.25,-61.49,72.00,31,0,5.99,clear sky,0.0,0.0
Thaton,MM,16.92,97.37,83.08,80,96,3.96,moderate rain,0.1,0.0
Rawson,AR,-43.30,-65.10,57.67,37,93,20.71,overcast clouds,0.0,0.0
Doha,QA,25.29,51.53,89.01,74,0,9.17,clear sky,0.0,0.0
San Quintín,MX,30.48,-115.95,72.64,60,0,8.97,clear sky,0.0,0.0
Samarai,PG,-10.62,150.67,80.20,86,6,8.16,light rain,0.0,0.0
Waingapu,ID,-9.66,120.26,78.08,85,4,1.32,clear sky,0.0,0.0
Comodoro Rivadavia,AR,-45.87,-67.50,55.40,47,16,19.46,few clouds,0.0,0.0
La Asuncion,VE,11.03,-63.86,96.80,47,56,19.46,light rain,0.0,0.0
Sorong,ID,-0.88,131.25,79.50,85,94,5.59,overcast clouds,0.0,0.0
Udachny,RU,66.42,112.40,28.40,86,90,15.66,overcast clouds,0.0,0.0
Beloha,MG,-25.17,45.05,72.34,62,63,8.5,broken clouds,0.0,0.0
Broome,US,42.25,-75.83,82.00,65,20,8.05,few clouds,0.0,0.0
Palimbang,PH,6.21,124.19,80.74,79,99,3.18,light rain,0.0,0.0
New Glasgow,CA,45.58,-62.65,69.01,86,100,3.04,overcast clouds,0.0,0.0
Toora-Khem,RU,52.47,96.11,37.00,80,55,6.46,broken clouds,0.0,0.0
Uddevalla,SE,58.35,11.94,63.00,42,73,13.87,broken clouds,0.0,0.0
Westport,US,41.14,-73.36,73.99,81,67,1.99,broken clouds,0.0,0.0
Vila Velha,BR,-20.33,-40.29,77.00,57,0,13.87,clear sky,0.0,0.0
Khatanga,RU,71.97,102.50,30.96,90,100,10.67,overcast clouds,0.0,0.0
Pemagatsel,BT,27.03,91.43,55.67,99,87,2.55,overcast clouds,0.0,0.0
Kozlovka,RU,55.84,48.25,59.00,76,20,11.18,few clouds,0.0,0.0
Magdagachi,RU,53.45,125.80,53.01,50,0,4.74,clear sky,0.0,0.0
Ambon City,ID,-3.70,128.18,82.99,94,64,9.95,broken clouds,0.0,0.0
Vilhena,BR,-12.74,-60.15,77.00,44,0,4.7,clear sky,0.0,0.0
Korla,CN,41.76,86.15,82.00,67,39,1.01,scattered clouds,0.0,0.0
Vao,NC,-22.67,167.48,73.22,79,91,12.19,overcast clouds,0.0,0.0
Ganzhou,CN,28.82,115.43,71.56,77,95,0.98,overcast clouds,0.0,0.0
Cananea,MX,30.95,-110.30,86.00,14,0,3.0,clear sky,0.0,0.0
Bella Union,UY,-30.28,-57.60,65.97,66,0,9.06,clear sky,0.0,0.0
Calama,CL,-22.47,-68.93,73.40,4,0,18.34,clear sky,0.0,0.0
Touros,BR,-5.20,-35.46,87.80,62,40,10.29,shower rain,0.0,0.0
Nālūt,LY,30.33,10.85,87.15,16,0,21.05,clear sky,0.0,0.0
Santa Isabel Rio Negro,BR,-0.41,-65.02,83.55,85,33,1.01,moderate rain,0.0,0.0
Drežnica,BA,43.53,17.28,52.72,70,99,12.12,overcast clouds,0.0,0.0
Hamilton,US,39.18,-84.53,82.00,61,20,4.7,few clouds,0.0,0.0
Solnechnyy,RU,50.72,136.63,55.06,67,60,3.62,broken clouds,0.0,0.0
Hobart,AU,-42.88,147.33,52.00,87,92,5.82,overcast clouds,0.0,0.0
Uusikaupunki,FI,60.80,21.41,60.80,55,99,9.17,overcast clouds,0.0,0.0
Saint George,US,37.10,-113.58,86.00,22,1,3.36,clear sky,0.0,0.0
Kedrovyy,RU,56.17,91.82,44.60,81,40,8.95,scattered clouds,0.0,0.0
Fortuna,US,40.60,-124.16,55.00,100,90,6.93,overcast clouds,0.0,0.0
Busselton,AU,-33.65,115.33,60.01,80,24,12.82,light rain,0.0,0.0
Shaoyang,CN,27.23,111.45,67.33,87,20,0.98,few clouds,0.0,0.0
Norman Wells,CA,65.28,-126.83,50.00,71,40,5.82,scattered clouds,0.0,0.0
Chui,UY,-33.70,-53.46,61.77,55,0,4.25,clear sky,0.0,0.0
Kavaratti,IN,10.57,72.64,84.87,78,59,13.78,broken clouds,0.0,0.0
Grand Bank,CA,47.10,-55.77,55.40,87,75,4.7,broken clouds,0.0,0.0
Aykhal,RU,66.00,111.50,28.40,86,90,15.66,overcast clouds,0.0,0.0
Constitución,CL,-35.33,-72.42,60.89,72,9,5.39,clear sky,0.0,0.0
Zheleznodorozhnyy,RU,55.75,38.00,62.60,55,95,2.24,light rain,0.0,0.0
Tottori-shi,JP,35.50,134.23,55.85,68,55,4.72,broken clouds,0.0,0.0
Byron Bay,AU,-28.65,153.62,60.80,93,49,8.05,scattered clouds,0.0,0.0
Hidalgotitlán,MX,17.78,-94.63,91.40,59,40,5.82,scattered clouds,0.0,0.0
Pacific Grove,US,36.62,-121.92,75.00,53,1,4.7,clear sky,0.0,0.0
Iqaluit,CA,63.75,-68.51,28.40,63,75,13.87,broken clouds,0.0,0.0
Bugul'ma,RU,54.55,52.80,61.84,90,46,12.57,scattered clouds,0.0,0.0
Castro,BR,-24.79,-50.01,65.75,43,0,3.69,clear sky,0.0,0.0
Kwekwe,ZW,-18.93,29.81,60.49,32,0,3.58,clear sky,0.0,0.0
Praia da Vitória,PT,38.73,-27.07,66.20,72,75,16.93,broken clouds,0.0,0.0
Arlit,NE,18.74,7.39,99.90,16,63,20.11,broken clouds,0.0,0.0
Erzin,TR,36.96,36.20,73.99,82,0,4.0,clear sky,0.0,0.0
Muscat,OM,23.61,58.59,102.20,22,0,2.24,clear sky,0.0,0.0
Mountain Home,US,43.13,-115.69,69.80,49,1,10.29,clear sky,0.0,0.0
Cherskiy,RU,68.75,161.30,44.96,57,0,14.14,clear sky,0.0,0.0
Yangi Marg`ilon,UZ,40.43,71.72,86.00,40,0,6.93,clear sky,0.0,0.0
Azanka,RU,58.04,64.79,56.48,70,100,6.98,overcast clouds,0.0,0.0
Petropavlovsk-Kamchatskiy,RU,53.05,158.65,39.20,100,75,11.18,light intensity shower rain,0.0,0.0
Clyde River,CA,70.47,-68.59,26.60,86,90,3.36,light snow,0.0,0.0
Nizwá,OM,22.93,57.53,95.68,20,95,2.15,overcast clouds,0.0,0.0
Les Cayes,HT,18.20,-73.75,83.19,76,100,11.01,overcast clouds,0.0,0.0
Punta Arenas,CL,-53.15,-70.92,39.20,86,96,12.75,overcast clouds,0.0,0.0
Puerto Lempira,HN,15.27,-83.77,86.65,73,75,9.53,moderate rain,0.0,0.0
Bambous Virieux,MU,-20.34,57.76,75.99,83,40,11.41,shower rain,0.0,0.0
Linda,US,39.13,-121.55,86.00,45,1,3.11,clear sky,0.0,0.0
San Luis,AR,-33.30,-66.34,71.15,26,0,5.32,clear sky,0.0,0.0
Hilton Head,US,32.22,-80.75,79.00,88,90,4.7,overcast clouds,0.0,0.0
Skibbereen,IE,51.55,-9.27,66.20,55,20,9.17,few clouds,0.0,0.0
Karratha,AU,-20.74,116.85,68.04,44,0,8.1,clear sky,0.0,0.0
La Ronge,CA,55.10,-105.28,39.20,93,90,9.17,light rain,0.0,0.0
Kodīnar,IN,20.79,70.70,83.71,84,0,14.74,clear sky,0.0,0.0
East London,ZA,-33.02,27.91,59.11,40,51,14.5,broken clouds,0.0,0.0
Havelock,US,34.88,-76.90,82.40,65,75,18.34,broken clouds,0.0,0.0
Carnarvon,AU,-24.87,113.63,65.91,46,0,12.19,clear sky,0.0,0.0
Syamzha,RU,60.02,41.06,53.44,80,25,2.91,scattered clouds,0.0,0.0
Hong Kong,HK,22.29,114.16,82.00,83,28,4.0,light rain,0.0,0.0
Opuwo,NA,-18.06,13.84,68.38,25,26,7.11,scattered clouds,0.0,0.0
Graham,US,47.05,-122.29,62.01,72,1,5.57,clear sky,0.0,0.0
Saint-Michel-des-Saints,CA,46.68,-73.92,86.61,42,0,9.89,clear sky,0.0,0.0
Chimbote,PE,-9.09,-78.58,73.15,69,97,10.27,overcast clouds,0.0,0.0
Tuktoyaktuk,CA,69.45,-133.04,26.60,92,90,10.29,overcast clouds,0.0,0.0
Vanimo,PG,-2.67,141.30,79.47,84,89,4.79,light rain,0.0,0.0
Mugur-Aksy,RU,50.35,90.50,31.44,90,96,11.81,light snow,0.0,0.0
Novska,HR,45.34,16.98,66.20,68,40,3.36,scattered clouds,0.0,0.0
Ginda,IN,30.69,78.49,64.85,29,72,8.03,broken clouds,0.0,0.0
Nova Olímpia,BR,-14.80,-57.29,81.46,40,0,2.91,clear sky,0.0,0.0
Margate,GB,51.38,1.39,66.20,59,32,10.29,scattered clouds,0.0,0.0
Abū Zabad,SD,12.35,29.25,93.33,11,0,0.49,clear sky,0.0,0.0
Bluff,NZ,-46.60,168.33,43.11,88,9,5.44,clear sky,0.0,0.0
Kruisfontein,ZA,-34.00,24.73,49.75,57,8,5.46,clear sky,0.0,0.0
Malbork,PL,54.04,19.03,64.00,67,20,6.93,few clouds,0.0,0.0
Skjervøy,NO,70.03,20.97,42.31,91,82,7.96,light rain,0.0,0.0
Maceió,BR,-9.67,-35.74,89.60,59,40,1.12,scattered clouds,0.0,0.0
Makubetsu,JP,45.37,141.82,48.24,93,94,4.79,overcast clouds,0.0,0.0
Bålsta,SE,59.57,17.53,52.00,87,75,13.87,light rain,0.0,0.0
Pitimbu,BR,-7.47,-34.81,87.80,70,75,9.17,broken clouds,0.0,0.0
Nizhniy Odes,RU,63.64,54.86,49.95,91,100,5.7,light rain,0.0,0.0
Rikitea,PF,-23.12,-134.97,75.58,83,0,10.42,clear sky,0.0,0.0
Springfield,US,37.22,-93.30,70.00,83,90,4.7,overcast clouds,0.0,0.0
Barrow,US,71.29,-156.79,30.20,92,90,3.36,overcast clouds,0.0,0.0
Arnedo,ES,42.22,-2.10,84.20,37,4,6.93,clear sky,0.0,0.0
Saldanha,ZA,-33.01,17.94,55.40,71,6,5.82,clear sky,0.0,0.0
Narrabri,AU,-30.32,149.78,51.01,93,0,1.12,clear sky,0.0,0.0
Bereket,TM,39.24,55.52,79.09,41,0,13.35,clear sky,0.0,0.0
Bethel,US,41.37,-73.41,78.01,69,40,6.93,scattered clouds,0.0,0.0
Sabzawār,IR,36.21,57.68,81.57,20,0,15.93,clear sky,0.0,0.0
Saint-François,FR,46.42,3.91,77.00,25,0,10.29,clear sky,0.0,0.0
Mahébourg,MU,-20.41,57.70,75.20,83,40,11.41,shower rain,0.0,0.0
Pata,PH,17.72,121.50,77.14,89,100,0.36,overcast clouds,0.0,0.0
Raudeberg,NO,61.99,5.14,51.01,82,99,12.66,overcast clouds,0.0,0.0
Nässjö,SE,57.65,14.70,59.00,51,100,11.41,overcast clouds,0.0,0.0
Te Anau,NZ,-45.42,167.72,39.96,81,11,0.67,few clouds,0.0,0.0
San Jose,US,37.34,-121.89,82.99,44,20,1.9,few clouds,0.0,0.0
Lagunas,PE,-5.23,-75.68,89.15,53,15,4.52,light rain,0.0,0.0
Port-Cartier,CA,50.03,-66.87,59.00,63,75,16.11,broken clouds,0.0,0.0
Künzelsau,DE,49.28,9.69,69.80,32,32,3.36,scattered clouds,0.0,0.0
Fenoarivo,MG,-18.93,47.44,60.80,77,20,4.7,few clouds,0.0,0.0
Fairbanks,US,64.84,-147.72,48.99,81,90,4.09,overcast clouds,0.0,0.0
Tevaitoa,PF,-16.78,-151.50,81.23,77,9,9.91,clear sky,0.0,0.0
Zaragoza,ES,41.66,-0.88,84.99,39,0,9.17,clear sky,0.0,0.0
Coolum Beach,AU,-26.53,153.10,55.99,91,61,3.2,broken clouds,0.0,0.0
Homer,US,59.64,-151.55,46.40,70,1,5.82,clear sky,0.0,0.0
New Norfolk,AU,-42.78,147.06,48.00,81,61,5.01,broken clouds,0.0,0.0
Saint-Augustin,CA,51.23,-58.65,53.49,43,46,12.24,scattered clouds,0.0,0.0
Tiarei,PF,-17.53,-149.33,75.20,88,75,2.24,broken clouds,0.0,0.0
Sherman,US,33.64,-96.61,78.01,60,1,4.7,clear sky,0.0,0.0
Yeppoon,AU,-23.13,150.73,50.00,87,0,3.27,clear sky,0.0,0.0
Juneau,US,58.30,-134.42,46.99,70,20,4.7,few clouds,0.0,0.0
Araouane,ML,18.90,-3.53,104.58,12,93,4.81,overcast clouds,0.0,0.0
Port Hardy,CA,50.70,-127.42,51.80,71,40,5.82,scattered clouds,0.0,0.0
Babanka,UA,48.71,30.45,57.76,83,43,6.13,scattered clouds,0.0,0.0
Novosergiyevka,RU,52.09,53.65,69.60,80,0,7.25,clear sky,0.0,0.0
Lamar,US,33.67,-95.58,77.00,73,1,3.36,clear sky,0.0,0.0
São José de Mipibu,BR,-6.07,-35.24,87.80,66,20,9.17,few clouds,0.0,0.0
Saýat,TM,38.78,63.88,93.20,16,18,6.93,few clouds,0.0,0.0
Yulara,AU,-25.24,130.99,53.60,62,40,3.36,scattered clouds,0.0,0.0
São Cristóvão,BR,-11.01,-37.21,87.80,66,40,8.05,scattered clouds,0.0,0.0
Muroto-misakicho,JP,33.28,134.15,68.77,79,100,8.28,overcast clouds,0.0,0.0
Zyryanskoye,RU,56.83,86.63,43.21,78,18,6.98,few clouds,0.0,0.0
Cabo San Lucas,MX,22.89,-109.91,81.00,47,5,6.93,clear sky,0.0,0.0
Nhulunbuy,AU,-12.23,136.77,69.80,83,0,3.36,clear sky,0.0,0.0
Mumbwa,ZM,-14.98,27.06,66.63,33,9,2.64,clear sky,0.0,0.0
Hasaki,JP,35.73,140.83,64.40,88,75,6.93,broken clouds,0.0,0.0
Saint Paul Harbor,US,57.79,-152.41,44.60,81,90,5.82,overcast clouds,0.0,0.0
